"label","text","vector"
"0","一人の殺害で死刑を求刑される事もあれば、数万の人間を露頭に迷わせた政治家が今でものうのうと生きていられる事もあるのだから、「数百の死は悲劇だが、数万の死は統計に過ぎない」というアイヒマンの言葉の正しさを感じてしまう。","-0.1460716 -0.25355074 0.053871013 -0.028198885 0.059264902 -0.027378904 0.0982332 0.15410455 -0.07176546 -0.013013925 0.1043516 -0.020739993 0.005202708 -0.23063353 -0.027888557 0.058697395 0.105840996 -0.08490846 0.2850215 -0.112028755 -0.0051529296 0.06569711 0.12451593 0.051349375 -0.029634427 -0.21349053 0.16150948 0.015948925 -0.12576798 -0.07326388 -0.074593194 0.09361484 -0.10514342 -0.08210771 -0.09370828 -0.043861683 -0.123025306 -0.08197141 0.15892693 0.01638486 -0.13878854 0.07118139 0.19622794 -0.0029225098 -0.04919176 0.051961314 0.20882612 0.07565476 -0.08557375 -0.018634146 -0.018045928 -0.014796879 0.013304017 -0.06888312 0.17649077 -0.100340076 -0.013352543 0.11812148 0.015423752 -0.098948196 -0.049652644 -0.16323668 0.021635871 0.015605404 -0.035493504 0.079215184 -0.055812538 0.07121237 0.1223488 -0.0052573825 0.00010757764 0.18569705 -0.0027047067 0.0952879 0.05610493 0.029789671 0.20222925 0.17425705 0.064316794 0.06804434 0.0116189895 -0.054946404 0.0665414 -0.07365229 -0.11339216 0.034647208 -0.029692756 -0.04789808 0.064729035 0.01073698 -0.055136427 -0.07304738 0.024457673 0.006604249 0.0023169639 -0.076283656 0.042536594 -0.13020715 0.10911868 0.12656973"
"0","RT @achon_22: なんで新潟の殺人犯(一般人)は死刑求刑されてんのに池袋のひき逃げ(上級者)は書類送検なんだろ。2人とも人殺してるのに…🤔","-0.14608121 -0.2532745 0.053723004 -0.027998023 0.058749285 -0.027210932 0.098548405 0.15425275 -0.07202382 -0.01227783 0.1039688 -0.020066977 0.004256949 -0.23158634 -0.027663471 0.0587412 0.10462666 -0.084126145 0.2848483 -0.111674905 -0.0051754294 0.065987214 0.12399069 0.051809013 -0.03045178 -0.21335366 0.16176577 0.016558308 -0.12577765 -0.07438381 -0.074305005 0.09350271 -0.104455814 -0.08237292 -0.094206244 -0.043901537 -0.12233584 -0.08256113 0.15972927 0.016414573 -0.13884185 0.0711748 0.19729188 -0.0027567595 -0.049402043 0.051669728 0.20867255 0.07547006 -0.08545667 -0.01934089 -0.018103128 -0.014344234 0.01447023 -0.06932753 0.17689943 -0.1001324 -0.013725405 0.11794934 0.015736809 -0.09926943 -0.05055266 -0.16289508 0.020173565 0.015555436 -0.035954237 0.078821495 -0.054822925 0.07153799 0.12241472 -0.0056683538 0.0010378174 0.18650447 -0.0018104711 0.09497318 0.05675559 0.029668124 0.20213538 0.1738412 0.06415383 0.06913634 0.011974623 -0.054448634 0.06614561 -0.07224774 -0.11262151 0.03478512 -0.02932579 -0.047404736 0.063515104 0.01077844 -0.054674096 -0.07238987 0.024647916 0.0063530277 0.002091467 -0.076887965 0.04314383 -0.13070421 0.10918373 0.12620565"
"0","ルパンVSコナンで死刑求刑の文字が和らいでる気がする。
安藤なつさんおめでとうございます🎉🎉🎉 https://t.co/mfCuzrwrIX","-0.1462402 -0.25384164 0.053452857 -0.027591724 0.059277315 -0.027414147 0.09857031 0.15375584 -0.07179964 -0.01233445 0.10436906 -0.020173488 0.0046092533 -0.23207647 -0.027477521 0.058050737 0.10447567 -0.08468844 0.2840036 -0.11114335 -0.0049546985 0.06636959 0.12408517 0.05196048 -0.029675705 -0.21317649 0.16233292 0.015111523 -0.12531346 -0.07477712 -0.07474635 0.09358055 -0.103950396 -0.08253479 -0.09434272 -0.043385305 -0.1233342 -0.082254454 0.1593102 0.0154583715 -0.13899599 0.071151815 0.19651905 -0.0027704202 -0.049044922 0.05246813 0.20963462 0.07537393 -0.085933834 -0.018288547 -0.018409222 -0.014560215 0.014265718 -0.06847045 0.17637856 -0.10021762 -0.014402803 0.118803315 0.015260259 -0.09933552 -0.0494792 -0.16289823 0.02121454 0.01561377 -0.036196448 0.07865114 -0.05614405 0.07139827 0.12182631 -0.005097765 0.001843522 0.18627375 -0.002957552 0.09425516 0.056507822 0.030401139 0.20285231 0.1730384 0.06436548 0.06832473 0.011807282 -0.05594886 0.06663867 -0.07234411 -0.11276356 0.03421158 -0.029456455 -0.047437042 0.06386827 0.009486703 -0.053939756 -0.072167665 0.024694351 0.006068928 0.0022435838 -0.076003395 0.043187633 -0.13061863 0.10998343 0.12662855"
"0","トレンドの死刑求刑何の事件かなーって開いたら生首(作り物っぽいけど)","-0.14588517 -0.25393745 0.053403053 -0.028097818 0.05889234 -0.026499862 0.09764018 0.15410803 -0.071508445 -0.011555815 0.10429433 -0.020303834 0.0048686187 -0.23146936 -0.02763896 0.057145614 0.103400506 -0.08574523 0.28457367 -0.11013031 -0.0054811514 0.066719085 0.123904444 0.051721144 -0.03002537 -0.2137442 0.16224205 0.016277915 -0.12590232 -0.074060634 -0.07574225 0.09310252 -0.10437222 -0.08259846 -0.09496269 -0.043121606 -0.122175515 -0.08299408 0.15823627 0.015864262 -0.13831948 0.07198046 0.19802232 -0.004179527 -0.048813697 0.052952204 0.20883042 0.07480136 -0.08609216 -0.018445471 -0.018630777 -0.014591758 0.015275925 -0.0675511 0.17710316 -0.10016413 -0.014184147 0.118546456 0.015280073 -0.09953411 -0.048750825 -0.1630943 0.020974193 0.016173966 -0.035533275 0.07790275 -0.055447012 0.07096397 0.121717654 -0.0049884 0.0010451969 0.1871644 -0.002872026 0.09439537 0.05715045 0.029101683 0.20207351 0.17329766 0.06403317 0.069409244 0.011540022 -0.055894148 0.06686201 -0.07283611 -0.11287369 0.034413956 -0.029536849 -0.047414284 0.06400756 0.010038188 -0.053658266 -0.07178121 0.02506579 0.0055834316 0.002637469 -0.07655064 0.043398324 -0.13073531 0.109627254 0.12735541"
"1","女児殺害で死刑が求刑されたことについて死刑反対論を述べてる方に言いたいのですが､人を殺した人を死刑にして何が悪いのでしょうかと思います。
もし自分の子供であったり家族が殺されたら、僕は犯人に死刑で償うことを強く願うのですが、あなたの意見を聞かせてくれないでしょうか。
#死刑求刑","-0.14563636 -0.2537041 0.053401332 -0.028149048 0.059082866 -0.027707348 0.09816757 0.15419106 -0.07172353 -0.0125207575 0.10415727 -0.020449974 0.0050932965 -0.23162289 -0.027602782 0.058500208 0.10471426 -0.084751844 0.284876 -0.111477576 -0.005096841 0.06616044 0.12437079 0.05196756 -0.029906588 -0.21324897 0.16175513 0.016122866 -0.12557651 -0.073632136 -0.07472789 0.0935751 -0.10401569 -0.08255906 -0.093905985 -0.04377519 -0.12280094 -0.08277683 0.15946 0.016156223 -0.13861789 0.07116507 0.19677904 -0.0029299422 -0.049534254 0.05218587 0.20901302 0.075571306 -0.08546194 -0.018424481 -0.017835869 -0.01482361 0.013860813 -0.068544164 0.1771694 -0.10062775 -0.013490523 0.11785708 0.015967363 -0.09904915 -0.04977554 -0.16249157 0.021274198 0.015652565 -0.035039328 0.07879445 -0.055164978 0.071444884 0.122308195 -0.0057052867 0.00068663957 0.18588817 -0.0024597615 0.09468664 0.05673996 0.029819181 0.20241691 0.1739174 0.06417263 0.06868628 0.011829508 -0.055077016 0.06639193 -0.07251017 -0.11284068 0.034348138 -0.029165315 -0.047906872 0.0644303 0.010627073 -0.054914616 -0.07240046 0.025080254 0.006191592 0.0023239641 -0.07679271 0.04295381 -0.13064277 0.10957814 0.12649831"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」
https://t.co/X1pgVWvu4f
“女児の死亡前にわいせつ行為はなかったとして、強制わいせつ致死罪も成立しないなどと訴えている。”

弁護側の主張を読むと鬼畜度がむしろUPする件。","-0.1435212 -0.25496185 0.053542517 -0.027090257 0.057734005 -0.02673528 0.09835701 0.15494823 -0.07158935 -0.010782447 0.10482468 -0.020501707 0.005206129 -0.23281763 -0.025571458 0.05511012 0.10159171 -0.086729184 0.28435212 -0.11072288 -0.005526289 0.065634474 0.12266961 0.051175795 -0.028863328 -0.21355815 0.16200204 0.016231624 -0.12661228 -0.07701981 -0.07532728 0.09284252 -0.10174225 -0.08327511 -0.095638596 -0.044514287 -0.121435255 -0.08416162 0.15944418 0.015265705 -0.13880067 0.07282827 0.19782476 -0.003851483 -0.0483889 0.050732635 0.20782538 0.07622451 -0.08681312 -0.01953255 -0.018847857 -0.014315025 0.017260917 -0.06823731 0.17806998 -0.10036388 -0.014954077 0.120092474 0.015995856 -0.10010741 -0.051313575 -0.16238 0.018026426 0.015296267 -0.033118203 0.07769441 -0.05500345 0.07133161 0.12140131 -0.0059344904 0.0026195399 0.18706352 -0.002478644 0.09283905 0.058637306 0.029198933 0.20263898 0.17167044 0.06625312 0.071227774 0.011009027 -0.05522768 0.06522873 -0.07008197 -0.11092353 0.034964807 -0.0288156 -0.04782446 0.065814644 0.0120762 -0.052482728 -0.071245745 0.02514158 0.0046110856 0.00115996 -0.077796 0.0448521 -0.13043101 0.10989767 0.12673299"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」：朝日新聞デジタル https://t.co/i5PjRndQNQ 死刑は死刑でも、殺す方法をもっとふさわしいものにして欲しい。ただ首吊らせて死なせるだけじゃこいつにとって安楽死と変わらん","-0.14078346 -0.25570667 0.05391009 -0.02706276 0.05669522 -0.026015408 0.0983469 0.15507668 -0.071456954 -0.0086642485 0.10429437 -0.020203328 0.0040976624 -0.23372966 -0.023633538 0.05358594 0.1003985 -0.08857511 0.284307 -0.109618835 -0.005996449 0.06584025 0.1220775 0.0505814 -0.028519413 -0.21506768 0.1621707 0.015722277 -0.12697645 -0.07875506 -0.07659974 0.092478424 -0.09951078 -0.084894724 -0.096827075 -0.04492663 -0.12095251 -0.084998325 0.15921451 0.013902405 -0.13893904 0.07463988 0.19875178 -0.004686272 -0.04865535 0.0491887 0.20764054 0.07695319 -0.08720807 -0.020265548 -0.019131858 -0.014505161 0.018675493 -0.06706821 0.17873286 -0.10044529 -0.015141979 0.121566206 0.015328898 -0.10066873 -0.051713876 -0.1617624 0.016019907 0.015605087 -0.031202707 0.07746666 -0.05408987 0.07112251 0.120231576 -0.0059032934 0.004328434 0.18755932 -0.0030559427 0.09115547 0.059953928 0.028125687 0.20225337 0.17056845 0.06773891 0.07219997 0.010630909 -0.05582093 0.06395628 -0.06819479 -0.11023171 0.03515117 -0.028007263 -0.048045497 0.06608718 0.012509049 -0.05143011 -0.070753135 0.025129717 0.0030217567 -0.0004999839 -0.078516245 0.046615858 -0.1298195 0.11057371 0.12604257"
"1","車をぶつけて首絞めて誘拐→死後硬直の女児をお湯で温めて猥褻な行為を行い、線路に放置したクソなんて
死刑求刑どころか今すぐ殺してくれよ…
いま生きてるのすら謎","-0.14583136 -0.25418058 0.053245306 -0.02772308 0.058355212 -0.027086731 0.0983228 0.15432514 -0.07164434 -0.012596761 0.10510675 -0.020353606 0.0051385663 -0.23194285 -0.027490333 0.05794957 0.1046631 -0.0849595 0.28396684 -0.11128532 -0.0060199234 0.06558167 0.12456519 0.05192785 -0.029251827 -0.21296483 0.16181345 0.014975883 -0.12557817 -0.07428028 -0.07477104 0.093262754 -0.10370819 -0.08242004 -0.094732106 -0.04365049 -0.12245727 -0.083021335 0.15911846 0.015939878 -0.13877553 0.07164354 0.19648801 -0.0031445632 -0.048910826 0.052407123 0.20889544 0.07563242 -0.08530665 -0.018345485 -0.017973376 -0.014465145 0.014476823 -0.06925838 0.17735039 -0.1001452 -0.0138972765 0.11871759 0.016605873 -0.098942466 -0.05006748 -0.16291885 0.02095028 0.015369372 -0.035079222 0.07848847 -0.055695347 0.071452685 0.1220708 -0.005720725 0.0006423924 0.1860318 -0.002477879 0.094209366 0.057365455 0.029609062 0.20246486 0.17359187 0.06468648 0.06920522 0.011305208 -0.05510256 0.06614121 -0.07267432 -0.1130397 0.03437868 -0.029150043 -0.048400655 0.064527296 0.010684772 -0.053627416 -0.07209595 0.0249801 0.0061533614 0.00223821 -0.07682945 0.04344625 -0.13080977 0.10942436 0.12652479"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」 https://t.co/4bjTxJpGvN #Yahooニュースアプリ","-0.13394235 -0.25764394 0.054672882 -0.02488076 0.053610586 -0.024123788 0.097210556 0.15697883 -0.07185378 -0.003474103 0.10412092 -0.01885715 0.0018693706 -0.23778576 -0.018434916 0.047584426 0.094358236 -0.09334387 0.28343335 -0.10741271 -0.008162897 0.06592546 0.119101785 0.04913131 -0.027270647 -0.21638638 0.16326818 0.016839813 -0.12957612 -0.085176885 -0.078629576 0.09100128 -0.09364416 -0.08813952 -0.100815006 -0.045985077 -0.117940135 -0.088811636 0.15911676 0.0109188035 -0.13854872 0.079378344 0.20123602 -0.0059876805 -0.047438268 0.04516005 0.20452058 0.07879764 -0.08920667 -0.022051355 -0.020587739 -0.013968342 0.02598239 -0.06432153 0.18032077 -0.10018802 -0.017614808 0.12495605 0.013911969 -0.10232991 -0.053361118 -0.15964882 0.009335304 0.015429521 -0.025676563 0.075938635 -0.050772004 0.07020632 0.11785315 -0.006641276 0.008195708 0.1898995 -0.0029177046 0.086936325 0.064222336 0.026364254 0.20243798 0.16611125 0.07223882 0.0779635 0.009960264 -0.056227315 0.060854517 -0.061806437 -0.10676838 0.037095368 -0.025290668 -0.048571154 0.06752916 0.015052438 -0.047024783 -0.06841825 0.025356911 -0.0012545001 -0.0029073537 -0.08179482 0.05087517 -0.12908594 0.112088054 0.12550618"
"0","小針のやつ死刑求刑されたんか。","-0.1450639 -0.25427157 0.053581826 -0.028273737 0.058589507 -0.027084565 0.098978415 0.15398635 -0.07179644 -0.01143885 0.10428013 -0.020119613 0.0053935875 -0.2315598 -0.02671967 0.057345115 0.10416046 -0.085997194 0.2839542 -0.11101131 -0.004891432 0.066317566 0.12379714 0.05180201 -0.029886397 -0.21286365 0.162095 0.016099479 -0.12558982 -0.07471817 -0.0753121 0.09364035 -0.10399355 -0.08319989 -0.0945673 -0.043925796 -0.12221539 -0.08296049 0.15914273 0.015918804 -0.13911182 0.07161425 0.19705133 -0.0037465503 -0.04958942 0.05195393 0.20834947 0.075165205 -0.08608226 -0.017827837 -0.017932184 -0.014928801 0.01480031 -0.06850408 0.1778939 -0.10093824 -0.013494645 0.11850779 0.0157367 -0.09976557 -0.04994303 -0.16276495 0.020144785 0.01482661 -0.03533412 0.07793877 -0.05573681 0.071410365 0.12188711 -0.0052568223 0.0021750792 0.18672085 -0.002726767 0.094169416 0.056673877 0.029365497 0.20217668 0.17354605 0.064584635 0.0701201 0.012057282 -0.05521688 0.06601297 -0.07250444 -0.11296243 0.035029694 -0.029093552 -0.04761077 0.064147644 0.0102741355 -0.05421263 -0.07195389 0.024765579 0.005571639 0.0020961592 -0.07628032 0.04430641 -0.13092501 0.10906065 0.12626444"
"0","これまんまと見ちゃって脳裏に焼き付いてしまった…
本物じゃなくてリアルなケーキらしいけどグロ苦手な人絶対トレンドの『死刑求刑』クリックしないで","-0.14677776 -0.25338092 0.053076576 -0.027707627 0.0608605 -0.027490554 0.09783946 0.15337369 -0.07154843 -0.012947392 0.104259685 -0.019995105 0.004809359 -0.23051408 -0.027432546 0.059503093 0.10511122 -0.084262125 0.2851821 -0.11159026 -0.004694872 0.065920554 0.12482218 0.052372534 -0.030185888 -0.21288742 0.16159323 0.016384436 -0.1252646 -0.07261302 -0.07489116 0.093564674 -0.10513065 -0.082170404 -0.09344233 -0.04317998 -0.123787545 -0.08170794 0.15916666 0.01654703 -0.13880855 0.071401395 0.19615458 -0.0030578652 -0.049112823 0.052723646 0.20926356 0.07550411 -0.085853055 -0.017892951 -0.018446052 -0.014995147 0.013459394 -0.068160065 0.17622039 -0.10125028 -0.013737363 0.11713386 0.015107439 -0.098789185 -0.049655426 -0.16297324 0.021911833 0.015682569 -0.035854213 0.079236776 -0.0564272 0.07111242 0.12300231 -0.004499331 0.0002217371 0.1862068 -0.0029258286 0.09566074 0.056536503 0.030732041 0.20270282 0.17395341 0.06331381 0.06777226 0.011265245 -0.055299267 0.06743258 -0.073409595 -0.11301007 0.033987533 -0.029509744 -0.046906367 0.06451504 0.010457747 -0.055805862 -0.07236548 0.02422322 0.006690105 0.004048494 -0.07614548 0.043078326 -0.13065217 0.10891582 0.12692167"
"1","死刑求刑よりも判決が大事。あと執行までが長すぎる。。

https://t.co/luUNX1RmKz","-0.14467469 -0.25448233 0.053117547 -0.027451146 0.057962485 -0.026384715 0.098657265 0.15445563 -0.07108493 -0.010455268 0.10436883 -0.020516535 0.005356893 -0.23265252 -0.026693594 0.056897685 0.10277638 -0.0850835 0.2841781 -0.11096775 -0.0064093187 0.06655141 0.12405132 0.05247444 -0.02988042 -0.21325958 0.16221195 0.015872873 -0.12638152 -0.074948266 -0.07614284 0.094524994 -0.1029282 -0.08334773 -0.09549817 -0.044183437 -0.12287913 -0.08315136 0.15889062 0.015262742 -0.13868132 0.071943834 0.19719768 -0.0034984702 -0.048680883 0.051218785 0.20888925 0.07635313 -0.08537205 -0.018722774 -0.018225275 -0.014042682 0.015696907 -0.067634396 0.1775219 -0.10067428 -0.01329596 0.11816325 0.014637755 -0.099844806 -0.050091777 -0.16389745 0.020325843 0.01596281 -0.034458235 0.07816477 -0.054605212 0.07223468 0.12235956 -0.005668303 0.0025675192 0.18595874 -0.0023958615 0.093349576 0.05696849 0.02858553 0.20132211 0.17302312 0.06475823 0.068808444 0.012820701 -0.055259306 0.06600799 -0.07221607 -0.11230775 0.035215907 -0.028988155 -0.045808475 0.06472338 0.0101337945 -0.054202724 -0.07238173 0.025090668 0.0048950803 0.0005463295 -0.07841768 0.04342524 -0.12986438 0.11013072 0.12605275"
"0","いま「死刑求刑」の検索行くと、女の子の生首のグロ画像あるから気をつけてください。2件ほどグロ画像が。","-0.14662845 -0.2531345 0.053311087 -0.028386185 0.060044114 -0.026787953 0.09824799 0.15402563 -0.07199024 -0.012859397 0.103916496 -0.020809673 0.005370957 -0.23009355 -0.028746199 0.05977451 0.105224 -0.08476198 0.28426486 -0.1112591 -0.0053948234 0.065579675 0.12498299 0.05159354 -0.030700888 -0.21324733 0.1615012 0.015233297 -0.124517426 -0.072970025 -0.074457906 0.094093785 -0.10456895 -0.08238574 -0.093936704 -0.043597944 -0.12409331 -0.08146104 0.15959726 0.015742827 -0.13942923 0.07085629 0.19719423 -0.0037439107 -0.048420638 0.05287504 0.20916755 0.07506083 -0.08629234 -0.018590936 -0.018340146 -0.014845451 0.013058573 -0.067673184 0.1762566 -0.10077506 -0.013314319 0.11808594 0.015768213 -0.09854535 -0.049666617 -0.16319777 0.022572525 0.015553847 -0.037235837 0.07948384 -0.05680963 0.07169563 0.122800976 -0.00458019 -0.00026103042 0.18557288 -0.002525757 0.095573515 0.056186944 0.030216277 0.20274249 0.17380074 0.06355527 0.06778744 0.011781555 -0.055500872 0.06703949 -0.07383834 -0.11315491 0.034081016 -0.029675208 -0.047353566 0.064120695 0.009939764 -0.055003095 -0.07181712 0.023992514 0.0065157507 0.004025684 -0.0758622 0.0434948 -0.13054843 0.109197326 0.12691961"
"0","RT @magic_mackee: 新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」（朝日新聞デジタル） https://t.co/C8O6pG7eNv

最後死体遺棄の方法が残酷だ、と思ったら殺されるまでの過程も相当ひどいっていうやつ。","-0.1471308 -0.25317463 0.053167596 -0.028945083 0.059246123 -0.02669667 0.098256335 0.1537961 -0.07114898 -0.01410141 0.10416489 -0.020620953 0.0051844693 -0.23059426 -0.028467376 0.059703156 0.10571263 -0.08434769 0.28482646 -0.11187522 -0.0042306716 0.06513715 0.12423297 0.05196308 -0.029370219 -0.21248634 0.16131058 0.015573936 -0.12485846 -0.07250895 -0.07498413 0.09416097 -0.105534 -0.08228887 -0.09396553 -0.04318279 -0.12290263 -0.082170784 0.15917034 0.01669103 -0.13935694 0.07078921 0.1965131 -0.002443626 -0.04998728 0.05253762 0.20898019 0.07541608 -0.08581736 -0.018493213 -0.017844142 -0.015388416 0.013177663 -0.06923067 0.177594 -0.09996166 -0.012701868 0.1183964 0.016920052 -0.098546505 -0.04993809 -0.16243769 0.022124032 0.015631557 -0.03544544 0.07854265 -0.056561932 0.07139227 0.12264492 -0.006037333 0.0003857969 0.1852249 -0.002679202 0.09562868 0.055521574 0.029981863 0.20223846 0.17456552 0.06432953 0.06797439 0.011768199 -0.054444946 0.06752576 -0.07367127 -0.113304526 0.034540318 -0.030065892 -0.048850752 0.06439124 0.010542451 -0.055619065 -0.07174376 0.024878042 0.006598348 0.003239092 -0.076414295 0.042023752 -0.1309899 0.109554194 0.12644432"
"1","死刑でも足りぬ。生まれてきた事を後悔させるほど、言葉にできぬ残酷な刑の執行を喰らわせてやって欲しい。

新潟女児殺害 被告の男に死刑求刑 https://t.co/YfoQIJr8SR","-0.14401464 -0.2545453 0.054114114 -0.02750922 0.057468325 -0.027002595 0.09769903 0.15387206 -0.07157137 -0.01078279 0.104916625 -0.020436283 0.004425599 -0.23245609 -0.025973873 0.056743983 0.10307912 -0.08611864 0.2847729 -0.11087171 -0.005618866 0.06582405 0.12347673 0.051855974 -0.029247083 -0.21401969 0.16196221 0.016549252 -0.12557277 -0.07616084 -0.07543801 0.093186885 -0.10210538 -0.08348519 -0.09505664 -0.0441927 -0.12223839 -0.08344655 0.15971106 0.015237743 -0.13872395 0.07262659 0.19747996 -0.0036481463 -0.048490193 0.050783616 0.20841838 0.07641045 -0.08590617 -0.01935933 -0.018392494 -0.014408906 0.015726812 -0.06789598 0.17753966 -0.100482486 -0.014000521 0.11945525 0.015753595 -0.09950472 -0.049718726 -0.16274908 0.019056465 0.015593772 -0.033966847 0.07852426 -0.054960433 0.071158975 0.12135236 -0.0059427856 0.0024127548 0.18655969 -0.0028403066 0.09297712 0.057957996 0.028805133 0.20238419 0.1722579 0.066023335 0.0705942 0.011606165 -0.055662613 0.064959824 -0.071125835 -0.111730635 0.034806475 -0.028908772 -0.04764878 0.06496316 0.011135222 -0.05361615 -0.07129274 0.025174094 0.0047479374 0.0012064454 -0.0776845 0.044105478 -0.1304675 0.110539064 0.1267562"
"0","新潟女児殺害、被告に死刑求刑「まれにみる非道な犯行」 #ldnews https://t.co/xAnBKflAHb https://t.co/f4mNv5QV1k","-0.13310978 -0.2576214 0.05454412 -0.024866737 0.053040802 -0.023695374 0.097269446 0.15732138 -0.07194509 -0.0029001506 0.104283206 -0.018942654 0.0018703004 -0.23786838 -0.017881585 0.04680282 0.093397595 -0.09362419 0.2836945 -0.10691573 -0.008189868 0.06613934 0.1188708 0.04924686 -0.026995651 -0.21652244 0.16319981 0.016806258 -0.12987982 -0.08602025 -0.07912652 0.09078389 -0.09301682 -0.08841056 -0.100914866 -0.046237465 -0.11776145 -0.08915141 0.15948164 0.010283727 -0.13858937 0.079783246 0.20156409 -0.006410001 -0.047331814 0.044946395 0.20419872 0.07894279 -0.08918145 -0.022754593 -0.020650487 -0.01375552 0.026793849 -0.06403951 0.1802428 -0.10026745 -0.017860623 0.12510349 0.01391025 -0.10304659 -0.053833876 -0.15958287 0.008265975 0.015607618 -0.025176724 0.07538977 -0.050498612 0.07041324 0.11769769 -0.006718529 0.008603004 0.19047077 -0.0031256033 0.086147934 0.06459427 0.026148293 0.20221806 0.16554394 0.07271674 0.078644745 0.009735573 -0.056170795 0.06027832 -0.060870983 -0.106420495 0.037250035 -0.025205813 -0.04824487 0.06765384 0.015433525 -0.04659644 -0.06823321 0.025100628 -0.0020195455 -0.0034018827 -0.08186446 0.05161699 -0.12902646 0.1123085 0.1254059"
"-1","女の子殺された事件で死刑求刑って聞いて背筋凍った","-0.14512771 -0.25420475 0.053738635 -0.02863542 0.058894563 -0.026805053 0.09878549 0.15485057 -0.07217453 -0.011355066 0.103952594 -0.020426001 0.0049474994 -0.2317579 -0.026858672 0.057244837 0.10441703 -0.085254736 0.2845759 -0.11083434 -0.0058981148 0.065411545 0.12388529 0.052326087 -0.029903082 -0.2137773 0.16185375 0.016023697 -0.12563935 -0.0744232 -0.07507731 0.09334736 -0.10370345 -0.083320856 -0.094422616 -0.044091392 -0.1221097 -0.08292306 0.16003731 0.015767237 -0.13860868 0.071252465 0.19752634 -0.0036297315 -0.04942904 0.05213307 0.2085139 0.075586356 -0.08594039 -0.018733788 -0.017865747 -0.014844362 0.014887346 -0.068502486 0.1772107 -0.10008325 -0.013284602 0.1189951 0.015799714 -0.099317946 -0.049742002 -0.16219458 0.020784369 0.015598714 -0.03470721 0.07815498 -0.054898188 0.0715962 0.12179848 -0.00574162 0.0015646575 0.18632296 -0.002040171 0.09350715 0.057316847 0.02858985 0.20230629 0.17326845 0.06467411 0.06980062 0.011927989 -0.05544518 0.06675032 -0.071942754 -0.112110265 0.034611154 -0.029167654 -0.04783416 0.06423628 0.010962892 -0.053887304 -0.072128005 0.025233166 0.006054616 0.0018118678 -0.07712607 0.04344002 -0.13040003 0.109031565 0.12661639"
"1","なんかの事件でツイートが流れてきましたが、私情で死刑を求刑、判決を下されたのではなく、判決に正当性を持たせるために被告人にも弁護士をつけるのだ　というツイートに納得。 https://t.co/MkRCsX5Adv","-0.14647585 -0.25368217 0.05344676 -0.02865562 0.05963369 -0.027368562 0.09812247 0.15389536 -0.071637526 -0.012916974 0.1042776 -0.02055465 0.005478464 -0.23125382 -0.02793026 0.058668364 0.10489254 -0.08419807 0.28480327 -0.11205538 -0.005023903 0.06618467 0.12384854 0.051913906 -0.02971275 -0.21377139 0.16181791 0.015974909 -0.12532058 -0.073002525 -0.07427879 0.09380507 -0.10483028 -0.082126394 -0.094167285 -0.043789342 -0.1231903 -0.08188172 0.15948033 0.016604928 -0.13866495 0.07036956 0.19657192 -0.003010083 -0.04873461 0.052678876 0.20903763 0.07543173 -0.086476915 -0.018169278 -0.018676851 -0.014800716 0.013417553 -0.06825853 0.17642923 -0.10021494 -0.013142642 0.11780929 0.016096162 -0.09852084 -0.049344826 -0.16334753 0.022275485 0.016221803 -0.0363548 0.078688875 -0.05637429 0.071695514 0.12245618 -0.0051490334 0.0002016957 0.18580079 -0.0023369696 0.09471864 0.056501962 0.029536555 0.20194285 0.17390798 0.0643867 0.068553984 0.01190497 -0.055031147 0.06656623 -0.07314452 -0.11289456 0.034578905 -0.030232787 -0.047470253 0.06439254 0.0100495415 -0.054463368 -0.072289914 0.024612252 0.006460913 0.0027298802 -0.07662401 0.042595606 -0.13101515 0.10927814 0.12652011"
"0","ゆずソフト
死刑求刑
協定破棄","-0.14097023 -0.25513774 0.054570466 -0.026261866 0.05538309 -0.02491096 0.098233595 0.15426192 -0.071635276 -0.007522669 0.1036108 -0.019012587 0.0049760905 -0.23376037 -0.024138609 0.05375821 0.10091513 -0.08781623 0.2825404 -0.10920866 -0.0060045836 0.06751983 0.12284008 0.052279465 -0.02993963 -0.21392275 0.1634256 0.01581634 -0.12819304 -0.07786047 -0.07796834 0.09271711 -0.10069242 -0.08540814 -0.09660808 -0.044117827 -0.12142521 -0.08572409 0.15807241 0.014104993 -0.1381059 0.07334833 0.19866881 -0.0060872883 -0.04768079 0.050228763 0.20866643 0.07506561 -0.08811444 -0.019236894 -0.018986378 -0.014415397 0.019578572 -0.0663528 0.17883657 -0.10079039 -0.01431553 0.120175384 0.014421373 -0.10189524 -0.050416663 -0.16278414 0.016863976 0.014401844 -0.033180363 0.07617838 -0.053737745 0.07156422 0.1212522 -0.0055416906 0.004575603 0.18802136 -0.0023137543 0.090694204 0.05788864 0.02683079 0.20234142 0.17107776 0.066475295 0.07297949 0.012656568 -0.057304148 0.065667346 -0.06874263 -0.11088284 0.03655724 -0.026801763 -0.04590929 0.06401599 0.011987571 -0.05103918 -0.07139188 0.026115399 0.0014984426 -0.0008615339 -0.07833504 0.046776593 -0.13078927 0.110298656 0.12721351"
