label,text,wakati_text,vector
1.0,"グレタさんが嘘をついたからって責めないであげて。
そんなに責めたらグレちゃうよ",グレタ さん 嘘 つく 責める あげる 責める グレる う,0.032884244 0.030964559 -0.17554133 -0.17762977 -0.05839794 0.030263852 -0.034804564 0.13662986 0.007086513 -0.019356307 -0.087334715 0.1429706 0.048937645 0.01178244 -0.0066395584 -0.034122996 -0.071709126 -0.03402895 -0.15417488 0.03971281 0.009909659 -0.00016433047 -0.051857736 0.028144797 -0.0075958124 0.28132328 0.0845511 0.18971072 -0.040529978 0.07930263 -0.1705235 0.08611539 0.11044469 -0.017374044 -0.09592214 -0.1323818 0.092721686 0.16105789 -0.11623805 -0.08128808 -0.039478395 0.1877568 0.04602736 0.08903305 -0.029040154 0.02044886 0.032905385 -0.1377223 0.026093947 -0.113622926 0.054700356 0.009905757 -0.014328266 0.11046838 -0.32488155 0.21998549 -0.19792664 0.10773628 0.12647833 0.073221594 -0.04331354 -0.008859319 0.10088857 0.09653489 -0.004178326 -0.080032416 0.12527311 0.033118967 0.055663865 0.1333927 0.016938135 0.00979844 -0.12196087 0.045846254 -0.10537433 -0.01041622 -0.015522882 -0.076305576 0.010440276 -0.0936444 0.09735477 -0.085747585 0.07885936 -0.074003264 -0.031973805 0.031982202 0.07913764 -0.061489843 -0.084700674 0.035230827 0.052425068 0.010559937 -0.09388169 -0.16013877 -0.110563025 -0.13970065 -0.016069759 -0.031120222 0.09899586 0.1474875
-1.0,"鉄道だって自然を切り開き、今乗れるようになるまでどれだけ環境に負荷をかけたと思ってるんだろう。飛行機はNO、鉄道はYESは安直だなぁ。

ホリエモンよりグレタさんは「760万倍賢い」―温暖化防止「飛び恥」の衝撃(志葉玲) - Y!ニュース https://t.co/tqH6sdvqW2",鉄道 自然だ 切り開く 今 乗れる なる 環境 負荷 かける 思う る 飛行機 鉄道 安直だ ホリエモン グレタ さん 760万 倍 賢い 温暖だ 化 防止 飛び 恥 衝撃 志葉 玲 ニュース,0.03361173 0.03289611 -0.17357092 -0.1776308 -0.05898417 0.029696066 -0.034541927 0.1370527 0.007120509 -0.020069353 -0.08577458 0.1428049 0.050392136 0.01246635 -0.007779941 -0.035909723 -0.071172364 -0.034395702 -0.15429516 0.03849142 0.008745067 0.00019157537 -0.052728947 0.028852327 -0.008642995 0.27910137 0.08472957 0.1897501 -0.042336572 0.07920717 -0.1728745 0.08585541 0.11081492 -0.017855128 -0.09707438 -0.13445283 0.09325438 0.1623664 -0.117423475 -0.082582206 -0.04068507 0.18784456 0.04658123 0.090064086 -0.02879416 0.018451868 0.030352166 -0.13789283 0.024514666 -0.113999754 0.055123176 0.010075939 -0.014001562 0.11012232 -0.3243173 0.21888258 -0.19941261 0.106643155 0.12568447 0.073645845 -0.041909162 -0.009854498 0.100897044 0.096597165 -0.0028607117 -0.081265494 0.124604 0.03176223 0.054550167 0.13338295 0.01693119 0.009581624 -0.12067757 0.044291742 -0.10348729 -0.011179252 -0.016418764 -0.076395445 0.011058246 -0.09488697 0.097593136 -0.08624648 0.07869173 -0.077028565 -0.030677458 0.032578297 0.07942318 -0.061373558 -0.083040014 0.034072686 0.051626224 0.010357176 -0.093023196 -0.16093557 -0.10895357 -0.13915676 -0.015134751 -0.030849881 0.09936757 0.1487448
-1.0,"嘘松やんけ。

【これは酷い】グレタさん「電車に乗ったら超満員・・・だけど私、床に座って頑張っちゃう！」鉄道会社「あのさぁ・・・」 : オレ的ゲーム速報＠刃 https://t.co/0hC5ZfHfmz",嘘 松やん け 酷い グレタ さん 電車 乗る 満員 私 床 座る 頑張る う 鉄道 会社 さ オレ 的だ ゲーム 速報 刃,0.034127135 0.032375846 -0.17547548 -0.17815557 -0.05809252 0.028485538 -0.034515105 0.13582978 0.0060399855 -0.019912066 -0.08605392 0.14262232 0.05095324 0.011877293 -0.0073071253 -0.03597103 -0.071525626 -0.034312658 -0.15379772 0.038836047 0.009888535 -0.0001396031 -0.05458862 0.029725429 -0.008792673 0.27903762 0.084912814 0.18908222 -0.04238822 0.07897784 -0.17177589 0.08618317 0.11128174 -0.016273832 -0.09762653 -0.13453694 0.09408812 0.1630666 -0.1164343 -0.08259254 -0.040764466 0.18811558 0.045937456 0.089691594 -0.029478919 0.019085612 0.031230196 -0.13696381 0.02638422 -0.11301004 0.055364236 0.009235956 -0.013114696 0.10966134 -0.32368094 0.21890707 -0.19960485 0.1074583 0.12555426 0.07252985 -0.043216165 -0.009554102 0.100101985 0.096320845 -0.0030723605 -0.07978046 0.124610856 0.032583687 0.055726882 0.13429235 0.017053675 0.008143688 -0.121592924 0.045345932 -0.10361732 -0.011160734 -0.01701497 -0.07746107 0.010616746 -0.09363297 0.09736124 -0.08548788 0.079120114 -0.07713864 -0.031827077 0.03269773 0.07970134 -0.0602403 -0.08350676 0.034312613 0.05063919 0.010227274 -0.092121124 -0.16109143 -0.11009387 -0.14034331 -0.015584351 -0.03072376 0.10075029 0.1470525
-1.0,グレタさんのあれこれを見ていると、なんでもいいんだな、と思う。代理戦争というか。宮迫さんでもいいし、徳井さんでもいいし。とにかく、みんなでやっつけろ。,グレタ さん 見る いる いい 思う 代理 戦争 いう 宮迫 さん いい 徳井 さん いいい やっつける,0.03608235 0.031983707 -0.17505494 -0.1785538 -0.057777822 0.029128276 -0.035052694 0.13608186 0.0072703515 -0.020100271 -0.085539386 0.14338887 0.05079778 0.011784299 -0.008103216 -0.03617087 -0.07170687 -0.034493767 -0.15380286 0.039511062 0.009561581 0.0007718557 -0.053488806 0.028427185 -0.008556372 0.27923304 0.08508249 0.18878944 -0.040872622 0.078916624 -0.1710965 0.08683901 0.1109779 -0.017034218 -0.09746581 -0.13445741 0.09133295 0.16220199 -0.11733923 -0.0836622 -0.039590333 0.18833558 0.045762286 0.090096675 -0.028279798 0.018254306 0.031056993 -0.13726246 0.025032898 -0.11442616 0.05560235 0.010004329 -0.014385409 0.110918164 -0.32541218 0.21892034 -0.19962277 0.1072734 0.12494527 0.072585426 -0.04248225 -0.009957171 0.100690834 0.09680434 -0.0033654817 -0.08012217 0.12456369 0.033381693 0.05523683 0.13327271 0.015505234 0.009438576 -0.12122046 0.04447432 -0.10277308 -0.011188006 -0.015718304 -0.07640838 0.010673059 -0.09474364 0.097084716 -0.08533335 0.07889262 -0.07553586 -0.031340722 0.03363299 0.07900222 -0.060827285 -0.084062144 0.034012195 0.05086441 0.009885533 -0.09342136 -0.16068976 -0.10769448 -0.14026462 -0.016182015 -0.029701795 0.10107184 0.14710122
-1.0,"彼女の動向を取り巻くトピックが常にこういう下らない問題に矮小化されてることが環境問題からかけ離れてて馬鹿馬鹿しい

グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/RgOsRsJjPQ @afpbbcomから",彼女 動向 取り巻く トピック 下らない 問題 矮小 化 する れる る こと 環境 問題 かけ離れる る 馬鹿馬鹿しい グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い,0.033941444 0.031406164 -0.17412879 -0.17748368 -0.059589513 0.029682891 -0.034898885 0.13581972 0.0058562984 -0.019463517 -0.085371345 0.14325237 0.050228804 0.011745284 -0.008363197 -0.03549808 -0.07199635 -0.03374824 -0.1538689 0.03900609 0.008792393 -0.0001977429 -0.052885227 0.028973559 -0.009171314 0.27838898 0.08519683 0.18926692 -0.042210378 0.07935029 -0.17233041 0.08518947 0.11081372 -0.01695389 -0.09653404 -0.13397418 0.093368866 0.16211094 -0.11732252 -0.08303329 -0.04033816 0.18809491 0.04617002 0.08976894 -0.02882032 0.018952992 0.03092532 -0.13757376 0.025299583 -0.113736846 0.05473957 0.009851841 -0.0139050875 0.11055736 -0.32464823 0.21957825 -0.19981004 0.10784367 0.1265994 0.072747506 -0.04340969 -0.010037952 0.10143473 0.096873894 -0.0031692076 -0.08147779 0.12502146 0.03215496 0.054782536 0.13392732 0.016734105 0.010045005 -0.12145151 0.045322224 -0.10300085 -0.011804527 -0.015746744 -0.07690237 0.01177719 -0.09489795 0.09757243 -0.08588289 0.07847906 -0.07620115 -0.031417012 0.032573223 0.07864952 -0.05990135 -0.083489984 0.03442702 0.051205102 0.0104311695 -0.09265836 -0.15994681 -0.10925426 -0.13977465 -0.014936593 -0.031281 0.10003121 0.14797385
-1.0,RT @HTMT000: 環境活動家(笑)のグレタさん。朝日毎日が推してるあたりお察しなんだよなあ,環境 活動 家 笑 グレタ さん 朝日 毎日 推す る あたり 察する,0.03475673 0.03137927 -0.17504981 -0.17885487 -0.0576159 0.028856559 -0.03433036 0.13575022 0.0069776042 -0.020424655 -0.08570077 0.1442866 0.050689936 0.012192907 -0.008154652 -0.03479753 -0.07184648 -0.034645133 -0.15429187 0.03978417 0.0089946715 0.0008674686 -0.052894905 0.029366335 -0.00827475 0.27888253 0.08494797 0.18888675 -0.04278103 0.07844564 -0.17237961 0.08609707 0.111494265 -0.016004441 -0.09642499 -0.13368821 0.09253393 0.16204691 -0.11767741 -0.0827293 -0.040739708 0.18791056 0.0465824 0.08978408 -0.029261166 0.018656963 0.03165507 -0.13716985 0.025804607 -0.11462994 0.055884626 0.009578025 -0.014715319 0.11033624 -0.32422212 0.21912031 -0.19978714 0.10601603 0.12543693 0.07258366 -0.042212207 -0.009887247 0.10151702 0.09664806 -0.002737757 -0.079345495 0.12538505 0.03286717 0.05524831 0.13317467 0.017101629 0.010237983 -0.12031004 0.04540707 -0.10428947 -0.010557991 -0.01550503 -0.07781561 0.011152995 -0.09465621 0.09722067 -0.08514216 0.078268595 -0.07535551 -0.031437296 0.033478208 0.07867445 -0.061219905 -0.083354294 0.0343172 0.050974518 0.009840479 -0.0929765 -0.16158435 -0.108374886 -0.13905327 -0.01579584 -0.031311516 0.1002601 0.14813179
1.0,"@lTfC8qI4PATLiaC @supeafujie13 なんというか、グレタさんも可愛そうだよなあ。
もう色んな人から監視されてる感じだねえ。
うかつに物言えないね。
ひょっとしたら本人もこんな風になるなら「あの時国連で演説しなきゃよかった。」って内心思っているかもしれない。周りを取り巻く大人が悪かったのかもしれんけど…。",グレタ さん 可愛い そうだ 色んな 人 監視 する れる る 感じ うかつだ 物 言える ない 本人 風 なる 時 国連 演説 する ない よい 思う いる しれる ない 周り 取り巻く 大人 悪い しれる,0.034633573 0.03186348 -0.1744396 -0.17873234 -0.057817932 0.029885812 -0.034406733 0.13586144 0.0067463974 -0.019899033 -0.08628459 0.14317122 0.050652634 0.011951269 -0.0085923085 -0.035000093 -0.07225522 -0.03354635 -0.1532236 0.038707063 0.00943254 0.00049107755 -0.053285755 0.029158052 -0.008544304 0.27913976 0.085222974 0.18953432 -0.042706072 0.07856377 -0.17265356 0.08550084 0.11073814 -0.016674684 -0.09753799 -0.13395357 0.092953905 0.16210218 -0.11696949 -0.08264836 -0.0400162 0.18746942 0.045672655 0.09053 -0.028189424 0.018558685 0.031251267 -0.13773683 0.0254859 -0.114616945 0.054741863 0.010155112 -0.014242238 0.11084829 -0.32478595 0.21922755 -0.19909483 0.10747691 0.12558411 0.07318767 -0.04287298 -0.009749917 0.101840734 0.09653092 -0.0027117787 -0.08091712 0.12434428 0.032383583 0.05453445 0.13346656 0.016221026 0.0091906525 -0.121640936 0.044846497 -0.10264528 -0.010652963 -0.015179795 -0.07666466 0.011482562 -0.093883835 0.09781932 -0.085394114 0.07969078 -0.07498757 -0.03152187 0.033451542 0.07907807 -0.061283514 -0.083840504 0.034044083 0.05139139 0.01022805 -0.09261268 -0.1606979 -0.10854888 -0.14047955 -0.014751397 -0.031354535 0.10010691 0.14696002
1.0,"グレタさんの件について騒いでる人が多いけど、そんな批判してやんなよ。あれはまだ子どもだし、あの時期の子どもが何かに超集中することも珍しくはない。

批判されるべきはそれを、様々なシーンにら押し上げた大人。象徴として活用しようとした大人。グレタさんはある程度のところで、被害者だろ。",グレタ さん 件 つく 騒ぐ る 人 多い 批判 する 子ども 時期 子ども 何 集中 する こと 珍しい ない 批判 する れる 様々だ シーン にら 押し上げる 大人 象徴 する 活用 する する 大人 グレタ さん 程度 ところ 被害 者,0.033822645 0.031075936 -0.17477672 -0.17849915 -0.05804922 0.029617133 -0.034662873 0.13590033 0.006753145 -0.01991328 -0.0862306 0.14410226 0.050310615 0.011758244 -0.008313901 -0.0347754 -0.072392516 -0.033533588 -0.15336338 0.039342083 0.009825824 -0.0004661721 -0.052505262 0.028622119 -0.008393748 0.27878767 0.08512126 0.19051953 -0.041871622 0.07836884 -0.17241086 0.08542386 0.11097909 -0.016595606 -0.096695125 -0.13419093 0.09270642 0.16223283 -0.11711987 -0.0821434 -0.040257752 0.187669 0.045646347 0.09012327 -0.028166687 0.018837627 0.03170995 -0.13692382 0.025256975 -0.11506503 0.05513915 0.010337137 -0.013934684 0.110510014 -0.32448152 0.2189001 -0.19938065 0.107441604 0.12507597 0.073522426 -0.0423486 -0.010440835 0.10196399 0.096866235 -0.0025761172 -0.080606334 0.12469716 0.032252204 0.05498976 0.13341099 0.016246676 0.00916186 -0.12129326 0.044688564 -0.10244004 -0.010758805 -0.014454033 -0.07659937 0.011043901 -0.09493623 0.097863674 -0.08550161 0.07900294 -0.07449185 -0.031609964 0.03348753 0.07951129 -0.06084434 -0.083727255 0.034489423 0.051470574 0.010694564 -0.09258671 -0.1609749 -0.109414905 -0.13978425 -0.014628747 -0.031146802 0.10081697 0.14746946
-1.0,"燃料を燃やす機関は駄目で電気機関はOKという風潮が解らない。
その電気のために消費地から離れた場所では二酸化炭素出してるのでは？
～～～～～～～～～
グレタさん「帰りの列車は超満員」  ドイツ鉄道とツイッターで小競り合い https://t.co/ecfIothLp3 @afpbbcomから",燃料 燃やす 機関 駄目だ 電気 機関 いう 風潮 解る ない 電気 ため 消費 地 離れる 場所 二 酸化 炭素 出す る ～～ ～～ ～～ ～～ グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い,0.03487524 0.030862544 -0.17463209 -0.17656295 -0.05991868 0.029437212 -0.03528913 0.13697514 0.00532885 -0.01949682 -0.08520005 0.1425686 0.05035521 0.012906447 -0.00862873 -0.036152877 -0.07204022 -0.03398375 -0.15405098 0.038917106 0.009843865 0.0005175942 -0.05349648 0.0291737 -0.009173809 0.2787794 0.08534233 0.18868299 -0.041539006 0.07918666 -0.1724465 0.085110664 0.110349685 -0.017368639 -0.09684927 -0.13492075 0.0933607 0.16252922 -0.11700266 -0.082940094 -0.04079254 0.18906456 0.04645661 0.08866676 -0.029189702 0.01928953 0.03140582 -0.13780116 0.023758402 -0.11354837 0.05460083 0.010919497 -0.013482696 0.110416815 -0.32384518 0.2197595 -0.19989054 0.10786841 0.12713793 0.07376215 -0.04344361 -0.0099031 0.10162777 0.09698667 -0.0033982936 -0.08119593 0.12387509 0.031660598 0.054462098 0.13390411 0.015896661 0.009156082 -0.12149289 0.04629915 -0.103205554 -0.010330288 -0.016570384 -0.07643971 0.011108466 -0.093654275 0.09734694 -0.08528223 0.077990286 -0.07512273 -0.031171044 0.033375304 0.07868477 -0.060234975 -0.08451268 0.034377042 0.051288616 0.009199121 -0.092524506 -0.15970275 -0.108530365 -0.14045025 -0.015810808 -0.031584553 0.09958985 0.14875384
-1.0,"環境問題は最重要な課題だと思うけど、声が大きい活動家って苦手💦
感情的に罪悪感を植えつけようとしてきたり、こういう印象操作みたいな事しするし…
中村医師みたいな本物とは違うよね。

ドイツ鉄道、グレタさんにツイッターで応酬　「混雑し過ぎ」と形容されhttps://t.co/d6fvSsEiZV",環境 問題 重要だ 課題 思う 声 大きい 活動 家 苦手だ 情 的だ 罪悪 感 植える つける する くる 印象 操作 事 しする 中村 医師 本物 違う ドイツ 鉄道 グレタ さん ツイッター 応酬 混雑 する 過ぎる 形容 する れる,0.0338232 0.03132429 -0.17449272 -0.17750834 -0.05929395 0.029637111 -0.03507503 0.13612252 0.0062081185 -0.020113356 -0.08654841 0.14294517 0.050108064 0.011653785 -0.008661336 -0.03540084 -0.07193508 -0.034420695 -0.15364335 0.039207466 0.009284515 -0.0003691598 -0.0524377 0.02930268 -0.008141526 0.2782778 0.08548286 0.18902081 -0.04159586 0.079285055 -0.17192812 0.08546235 0.11069261 -0.017025065 -0.09630853 -0.13441668 0.09298634 0.1625609 -0.1166951 -0.08252219 -0.040660635 0.18830663 0.046172924 0.09054617 -0.028818697 0.018658426 0.031391617 -0.1371533 0.02501101 -0.11365815 0.05492983 0.009635901 -0.014451746 0.110235855 -0.32470483 0.21923998 -0.19914597 0.107189655 0.1260505 0.0728751 -0.04292878 -0.010815636 0.102063514 0.09739142 -0.0022289045 -0.08082048 0.12446883 0.032308545 0.054564364 0.1334591 0.017103335 0.009814287 -0.121101774 0.04480226 -0.10273734 -0.011158772 -0.015318428 -0.077340305 0.011313535 -0.095303364 0.09795531 -0.08596905 0.07831857 -0.07596577 -0.03160273 0.032735985 0.07871575 -0.061014082 -0.08318256 0.034022544 0.052029118 0.010417052 -0.09361023 -0.16062923 -0.109879084 -0.14021243 -0.013852071 -0.031731218 0.10049504 0.14791201
1.0,"グレタさんを叩きたい人がこんなにいるのって、グレタさんを好きなだけ叩いても、絶対に叩き返されないからでしょ？情けないね。

叩く暇があったら自分の環境対策論でも展開すれば良いのに、そういうのは無いんでしょ？ https://t.co/YFZEyOCt1N",グレタ さん 叩く たい 人 いる の グレタ さん 好きだ 叩く 叩く 返す れる ない 情けない 叩く 暇だ ある 自分 環境 対策 論 展開 する 良い の 無い,0.034621194 0.031485297 -0.17446823 -0.1783298 -0.058399115 0.029334994 -0.03426646 0.13560364 0.007414942 -0.020536998 -0.08675186 0.14296041 0.04990697 0.011986531 -0.008407914 -0.03534714 -0.07201392 -0.0345448 -0.1540638 0.03938933 0.010459666 0.00053409324 -0.053251963 0.030230787 -0.008763804 0.27941704 0.08492229 0.18989703 -0.04212279 0.07884462 -0.17131421 0.085574456 0.11077062 -0.016681938 -0.09713597 -0.13349465 0.092755355 0.1620172 -0.11676745 -0.08293323 -0.040665247 0.18758772 0.04525822 0.090282306 -0.027649209 0.01858955 0.031171871 -0.1379112 0.02566226 -0.114000306 0.055008285 0.0096915895 -0.013626702 0.11026533 -0.3248824 0.2192529 -0.19971667 0.106279776 0.1255116 0.07266328 -0.042781603 -0.009741007 0.10176345 0.09660317 -0.0024759166 -0.08031579 0.12496038 0.0319343 0.055665284 0.13319454 0.015823087 0.009546896 -0.12096961 0.045671966 -0.10314928 -0.011306602 -0.015605643 -0.07638334 0.010754105 -0.094914615 0.09750253 -0.08592807 0.079622395 -0.07607464 -0.031253524 0.032587588 0.07859384 -0.06071583 -0.08353883 0.03470019 0.050773207 0.010023472 -0.092441924 -0.16095126 -0.10923599 -0.13915394 -0.014833875 -0.03149945 0.10112247 0.14805529
-1.0,"16歳のグレタさんとやら。

抗議のためとはいえ、
『学校を休むっていう選択』
をしてしまう子だっていうことよ。

まだまだ“子供”なわけよ。

なにが言いたいって？

担ぐのは勝手だが、
周囲は彼女の未来を考えろや。

このままじゃ、
残念な大人になる未来だと思う。

#ドイツ鉄道　#帰りの電車",16 歳 グレタ さん 抗議 ため いう 学校 休む いう 選択 する しまう 子 いう こと 子供 なに 言う たい 担ぐ の 勝手だ 周囲 彼女 未来 考える 残念だ 大人 なる 未来 思う ドイツ 鉄道 帰り 電車,0.03462653 0.03203005 -0.17447624 -0.17899382 -0.058800347 0.02958408 -0.035178814 0.13605231 0.005766323 -0.020502448 -0.086517915 0.14279939 0.050257657 0.011558061 -0.008118899 -0.03496588 -0.07197992 -0.03369927 -0.15365529 0.039026286 0.010035577 0.0008009683 -0.053432938 0.02885412 -0.008406539 0.27962458 0.08445496 0.18955347 -0.041671265 0.079230905 -0.17170535 0.08636691 0.11047765 -0.017643 -0.09721168 -0.13468644 0.09243002 0.16181654 -0.116131246 -0.082851075 -0.039786186 0.18841836 0.0465118 0.09059609 -0.028085781 0.018101906 0.030894604 -0.13740788 0.024650065 -0.113597386 0.055676565 0.010759942 -0.013821842 0.11013685 -0.32435074 0.21911003 -0.19947551 0.10740332 0.1264589 0.07315831 -0.042427644 -0.0101487255 0.101010755 0.096617095 -0.002322293 -0.080551974 0.12379935 0.03276616 0.05489045 0.13266921 0.016370991 0.008990428 -0.1218865 0.04521982 -0.10266171 -0.010813853 -0.014770574 -0.07663692 0.01091551 -0.094780475 0.097554564 -0.08589912 0.078466125 -0.07661632 -0.031174265 0.032757692 0.07931457 -0.060561493 -0.08413557 0.033714063 0.051694397 0.010449572 -0.09323542 -0.16094702 -0.10886257 -0.13985594 -0.014722381 -0.030774845 0.100073785 0.14742431
-1.0,グレタさんもその周りの大人たちも科学から遠い側の人たちという感じがする,グレタ さん 周り 大人 たち 科学 遠い 側 人 たち いう 感じ する,0.033455826 0.032008976 -0.17555642 -0.1784562 -0.057681054 0.029782644 -0.03548688 0.13614523 0.0069898744 -0.019550132 -0.08617774 0.14345343 0.05028193 0.012090482 -0.007562739 -0.03534467 -0.07262768 -0.033898577 -0.15377511 0.039531052 0.010014325 0.0004100954 -0.05267771 0.028659258 -0.008613727 0.2789996 0.08517183 0.18957672 -0.042320978 0.07819414 -0.17198232 0.08626325 0.11088553 -0.016563533 -0.09658884 -0.1336319 0.09237616 0.16241229 -0.11693027 -0.082764916 -0.039107755 0.187124 0.046349734 0.09095518 -0.028327528 0.018421521 0.030767592 -0.13759713 0.025120676 -0.11365542 0.054822326 0.008979031 -0.013416523 0.110932246 -0.32480657 0.21885061 -0.19932063 0.107251465 0.12530276 0.073726065 -0.042188514 -0.009966089 0.10187694 0.09698516 -0.002275951 -0.0806486 0.124574386 0.032551806 0.055016246 0.13270923 0.015966961 0.008459402 -0.120713204 0.04510415 -0.103114784 -0.00959158 -0.014475631 -0.076173715 0.010588028 -0.09524065 0.097369604 -0.08522897 0.079748474 -0.07479537 -0.031522974 0.033386298 0.07857569 -0.060866833 -0.08316977 0.03468147 0.052043676 0.010688439 -0.093335316 -0.16107911 -0.10945198 -0.14021316 -0.015217775 -0.031371083 0.10113554 0.14739412
-1.0,"この子が悪い訳ではない。利用している大人が悪い。若い女の子を叩くのは気持ち悪い。

などと俺は思いません( ˘͈ ᵕ ˘͈  )

グレタさん「帰りの列車は超満員」 ドイツ鉄道とツイッターで小競り合い https://t.co/K9DxDSeamy",子 悪い 訳 ない 利用 する いる 大人 悪い 若い 女の子 叩く の 気持ち 悪い 俺 思う ます グレタ さん 帰り 列車 満員 ドイツ 鉄道 ツイッター 小競り合い,0.034299634 0.032224633 -0.17441498 -0.17817831 -0.059277225 0.029574916 -0.03479865 0.13671924 0.006752701 -0.019782094 -0.085590154 0.1426309 0.04974344 0.011847181 -0.007857415 -0.035203595 -0.071420394 -0.034210533 -0.1541013 0.038912214 0.009727261 0.0005841278 -0.05371516 0.028972656 -0.008855089 0.27920577 0.08445993 0.1890978 -0.041981015 0.079382814 -0.17189306 0.08525829 0.10978728 -0.01694092 -0.09722404 -0.13438186 0.09319942 0.16162781 -0.11701124 -0.08236182 -0.040197622 0.18766993 0.045576364 0.08962005 -0.027900795 0.019278886 0.031079127 -0.1381815 0.025124772 -0.11363843 0.055713795 0.009722452 -0.013836084 0.110397175 -0.3247222 0.21899205 -0.1994228 0.10765493 0.12634456 0.073139995 -0.043174926 -0.010286494 0.10221372 0.09688552 -0.0032274534 -0.081394106 0.12442313 0.031975012 0.05468646 0.13334844 0.016195798 0.009606554 -0.12192318 0.045783278 -0.10331859 -0.011509069 -0.015950812 -0.07676838 0.011442591 -0.094992146 0.09766947 -0.08510119 0.07890932 -0.07614392 -0.030823505 0.03296312 0.078933 -0.060296573 -0.0831413 0.03352649 0.05075989 0.009998766 -0.093047366 -0.16073368 -0.109087594 -0.14010489 -0.015163957 -0.031760983 0.10021564 0.1476167
-1.0,"グレタさんは電車を動かすための電気がどれだけのCo2が排出されて作られているのかを知ってて乗ってるのかな？
知らないなら相当なバカだ。",グレタ さん 電車 動かす ため 電気 2 排出 する れる 作る れる いる 知る る 乗る る 知る ない 相当だ バカだ,0.034112632 0.031153379 -0.17453572 -0.17823598 -0.058207687 0.029089717 -0.03436729 0.13607012 0.006542456 -0.020120434 -0.08672319 0.143241 0.050240476 0.012676663 -0.008644279 -0.03505685 -0.07264686 -0.03406182 -0.15377799 0.03924697 0.009961012 0.00010400697 -0.053342223 0.028948784 -0.008671586 0.27896354 0.08515748 0.18973406 -0.042005375 0.07878271 -0.17186166 0.08503064 0.11103237 -0.016513385 -0.097547084 -0.13407187 0.09283774 0.1618562 -0.11760388 -0.08174684 -0.04073197 0.18808407 0.04568753 0.0907435 -0.028387241 0.018285958 0.031207649 -0.13759623 0.02572603 -0.11456793 0.054604873 0.010045167 -0.014751424 0.110497124 -0.32419166 0.2193749 -0.19950691 0.107192166 0.12600797 0.073066644 -0.043399327 -0.008951461 0.1011842 0.09600909 -0.0025870884 -0.08001465 0.12445778 0.031935062 0.055108692 0.13312784 0.01624381 0.009996017 -0.12152128 0.04547162 -0.10302579 -0.011047 -0.015496109 -0.076015696 0.010687448 -0.093846686 0.09813897 -0.08600129 0.079169154 -0.07536197 -0.03177227 0.03327002 0.07892672 -0.06081398 -0.08383399 0.034800928 0.050716225 0.010189766 -0.09277581 -0.16138698 -0.10899865 -0.1400085 -0.014426601 -0.031374514 0.10014827 0.14769426
-1.0,グレタさんがドイツの列車で通路に座らされたって嘘松だけど、どうせなら貨車に乗せられたくらいの嘘をついて欲しかった。ナチス時代のユダヤ人収容所輸送と絡めて批判するくらいじゃないと一生食っていけるだけのプロ市民にはなれないよ。,グレタ さん ドイツ 列車 通路 座る す れる 嘘 松 貨車 乗せる られる くらい 嘘 つく 欲しい ナチス 時代 ユダヤ 人 収容 所 輸送 絡める 批判 する くらい ない 一生 食う いける プロ 市民 なれる ない,0.03477331 0.030374631 -0.17432006 -0.17791492 -0.05808964 0.029426372 -0.034802802 0.13560389 0.0057079885 -0.01963012 -0.08746193 0.14358944 0.050834436 0.012177718 -0.008312601 -0.034731176 -0.07311607 -0.034098797 -0.153333 0.038926 0.0092345085 0.00020437501 -0.053193398 0.029700464 -0.008779821 0.2790725 0.085370235 0.18955415 -0.04218447 0.077964336 -0.17210823 0.085646465 0.11019234 -0.017658126 -0.09724944 -0.13384232 0.0932744 0.16224144 -0.11706878 -0.08256388 -0.04032067 0.18805893 0.04648233 0.08918792 -0.028712988 0.019240197 0.031001195 -0.13692749 0.025582375 -0.11445929 0.05520299 0.009268101 -0.013649448 0.11005496 -0.32453874 0.22045895 -0.19937742 0.108006 0.12572697 0.07322761 -0.043218214 -0.009636921 0.101553485 0.09598769 -0.00222269 -0.080293395 0.123851344 0.03218508 0.056202475 0.13323851 0.015969772 0.009031529 -0.12182539 0.04431258 -0.10264953 -0.010808693 -0.015636394 -0.07677457 0.01166687 -0.09412484 0.09703285 -0.08567738 0.07902009 -0.07552625 -0.031887326 0.032857873 0.07894489 -0.060866687 -0.08367498 0.035067376 0.050730933 0.010132733 -0.09268095 -0.16071467 -0.10845435 -0.14056434 -0.015189477 -0.030984448 0.10091674 0.14755367
